Description,,Summary Amt.,
7/8/2025,GLF*CHICO 2515 07/08 PURCHASE GAINESVILLE GA,-49,202.7
7/8/2025,GARY'S WINE & 07/08 PURCHASE CUMMING GA,-5.77,196.93
7/9/2025,GLF*CHICOPEEWOODS 07/08 PURCHASE GAINESVILLE GA,-49,147.93
7/9/2025,GLF*CHICOPEEWOODS 07/08 PURCHASE GAINESVILLE GA,-10,137.93
7/9/2025,TST* FRONTERA MEX 07/08 PURCHASE SUGARHILL GA,-78.44,59.49
7/9/2025,TRACTOR SUPPLY 07/09 PURCHASE GAINESVILLE GA,-1.75,57.74
7/9/2025,TRACTOR SUPPLY 07/09 PURCHASE GAINESVILLE GA,-3.5,54.24
7/9/2025,TRACTOR SUPPLY 07/09 PURCHASE GAINESVILLE GA,-16.04,38.2
7/10/2025,Transfer DAILY PAY,101.51,139.71
7/10/2025,TRACTOR SUPPLY 07/10 PURCHASE GAINESVILLE GA,-17.49,122.22
7/10/2025,BP#8136079CLIP 07/10 PURCHASE GAINESVILLE GA,-25,97.22
7/11/2025,DAILYPAY DES:TRACTOR SU ID:17887747 INDN:TIMOTHY LUBBESS CO ID:XXXXX35714 PPD,399.92,497.14
7/11/2025,Transfer DAILY PAY,101.51,598.65
7/11/2025,BUFFALOS OAKWOOD 07/10 PURCHASE FLOWERY BRANC GA,-67.9,530.75
7/11/2025,BP#8136079CLIPPER 07/10 PURCHASE GAINESVILLE GA,-18.71,512.04
7/11/2025,Zelle payment to Kids iPhone Conf# y8lq9zfi4,-400,112.04
7/14/2025,Transfer DAILY PAY,151.51,263.55
7/14/2025,QT 771 07/11 PURCHASE GAINESVILLE GA,-10.35,253.2
7/14/2025,BP#7698079ANDYS B 07/11 PURCHASE GAINESVILLE GA,-11.35,241.85
7/14/2025,BP#7698079ANDYS B 07/11 PURCHASE GAINESVILLE GA,-12.83,229.02
7/14/2025,OLLIES BARGAIN OU 07/12 PURCHASE GAINESVILLE GA,-3.2,225.82
7/14/2025,BP#7698079ANDYS B 07/12 PURCHASE GAINESVILLE GA,-12.83,212.99
7/14/2025,TRACTOR SUPPLY 07/13 PURCHASE GAINESVILLE GA,-1.75,211.24
7/14/2025,TRACTOR SUPPLY 07/13 PURCHASE GAINESVILLE GA,-2.18,209.06
7/14/2025,BP#7698079ANDYS B 07/13 PURCHASE GAINESVILLE GA,-12.83,196.23
7/14/2025,KROGER #6 1931 07/14 PURCHASE GAINESVILLE GA,-117.73,78.5
7/15/2025,Transfer DAILY PAY,246.51,325.01
7/15/2025,ORACL*WAFFLE HOUS 07/14 PURCHASE Gainesville GA,-17.5,307.51
7/15/2025,Zelle payment to Michelle Conf# s5qmnhc4g,-100,207.51
7/15/2025,TRACTOR SUPPLY 07/15 PURCHASE GAINESVILLE GA,-1.75,205.76
7/16/2025,EAST HALL FOOD MA 07/15 PURCHASE GAINESVILLE GA,-6.82,198.94
7/16/2025,SHOE CARNIVAL #04 07/15 PURCHASE GAINESVILLE GA,-69.53,129.41
7/16/2025,TRACTOR SUPPLY 07/16 PURCHASE GAINESVILLE GA,-1.75,127.66
7/16/2025,TRACTOR SUPPLY 07/16 PURCHASE GAINESVILLE GA,-18.94,108.72
7/17/2025,Transfer DAILY PAY,131.51,240.23
7/17/2025,BP#8136079CLIPPER 07/16 PURCHASE GAINESVILLE GA,-2.34,237.89
7/17/2025,ORACL*WAFFLE HOUS 07/16 PURCHASE Gainesville GA,-17.25,220.64
7/17/2025,ACEABLE* 24/7 ROA 07/16 PURCHASE XXXXX23504 TX,-5,215.64
7/17/2025,BP#7698079ANDYS B 07/16 PURCHASE GAINESVILLE GA,-19.25,196.39
7/18/2025,Transfer DAILY PAY,201.51,397.9
7/18/2025,MEDLINK PHARMACY 07/17 PURCHASE COMMERCE GA,-40,357.9
7/18/2025,COMMERCE HAIR SAL 07/17 PURCHASE COMMERCE GA,-25,332.9
7/18/2025,BP#7698079ANDYS B 07/17 PURCHASE GAINESVILLE GA,-16.35,316.55
7/18/2025,TRACTOR SUPPLY 07/18 PURCHASE GAINESVILLE GA,-1.75,314.8
7/21/2025,Transfer DAILY PAY,126.51,441.31
7/21/2025,Transfer DAILY PAY,101.51,542.82
7/21/2025,Zelle payment from CARSON LUBBESS Conf# 0JG1GP9S4,100,642.82
7/21/2025,Transfer DAILY PAY,96.51,739.33
7/21/2025,Transfer DAILY PAY,51.51,790.84
7/21/2025,APPLEBEES 9839 - 07/17 PURCHASE COMMERCE GA,-19.03,771.81
7/21/2025,RACETRAC284 000 07/17 PURCHASE COMMERCE GA,-24.05,747.76
7/21/2025,QT 847 07/18 PURCHASE GAINESVILLE GA,-3.31,744.45
7/21/2025,BP#7698079ANDYS B 07/18 PURCHASE GAINESVILLE GA,-20.11,724.34
7/21/2025,VZWRLSS*BILL PAY 07/18 PURCHASE XXXXX20204 CA,-227,497.34
7/21/2025,KROGER #682 07/19 PURCHASE GAINESVILLE GA,-104.14,393.2
7/21/2025,WM SUPERCENTER 07/20 PURCHASE OAKWOOD GA,-68.88,324.32
7/21/2025,BKOFAMERICA ATM 07/21 #XXXXX5661 WITHDRWL WINDER MAIN WINDERA GA,-60,264.32
7/21/2025,SHELL SERVICE 07/21 PURCHASE WINDER GA,-20.01,244.31
7/22/2025,Wellington Capita 07/21 PURCHASE XXXXX92200 NY,-111.66,132.65
7/22/2025,BP#8136079CLIPPER 07/21 PURCHASE GAINESVILLE GA,-9.26,123.39
7/22/2025,SUNOCO XXXXX14300 07/21 PURCHASE GILLSVILLE GA,-12.83,110.56
7/23/2025,Transfer DAILY PAY,121.51,232.07
7/23/2025,TST*FRIENDS WINDE 07/21 PURCHASE Winder GA,-64.85,167.22
7/23/2025,EAST HALL FOOD MA 07/22 PURCHASE GAINESVILLE GA,-24.66,142.56
7/23/2025,XXXXXXXXXX4323 07/23 #XXXXX0464 WITHDRWL LEGENDS BAR and G LOGANVILLE GA,-63.5,79.06
7/23/2025,XXXXXXXXXX4323 07/23 #XXXXX0464 WITHDRWL LEGENDS BAR and G LOGANVILLE GA FEE,-2.5,76.56
7/24/2025,Transfer DAILY PAY,96.51,173.07
7/24/2025,Zelle payment from MICHELLE WATTS Conf# 0JG5JYTMJ,50,223.07
7/24/2025,TEXACO 0302523 07/23 PURCHASE MONROE GA,-16.84,206.23
7/24/2025,Zelle payment to Michelle Conf# tudu0dqrm,-50,156.23
7/25/2025,DAILYPAY DES:TRACTOR SU ID:17887747 INDN:TIMOTHY LUBBESS CO ID:XXXXX35714 PPD,780.9,937.13
7/25/2025,Zelle payment to Kids iPhone Conf# zoq61dg9p,-850,87.13
7/25/2025,TRACTOR SUPPLY 07/25 PURCHASE GAINESVILLE GA,-3.5,83.63
7/25/2025,TRACTOR SUPPLY 07/25 PURCHASE GAINESVILLE GA,-1.75,81.88
7/28/2025,Transfer DAILY PAY,101.51,183.39
7/28/2025,Transfer DAILY PAY,101.51,284.9
7/28/2025,Transfer DAILY PAY,96.51,381.41
7/28/2025,Transfer DAILY PAY,96.51,477.92
7/28/2025,QT 847 07/25 PURCHASE GAINESVILLE GA,-6.83,471.09
7/28/2025,BP#7698079ANDYS B 07/25 PURCHASE GAINESVILLE GA,-12.83,458.26
7/28/2025,BP#8136079CLIPPER 07/26 PURCHASE GAINESVILLE GA,-2.34,455.92
7/28/2025,BP#8136079CLIP 07/26 PURCHASE GAINESVILLE GA,-26.76,429.16
7/28/2025,TRACTOR SUPPLY 07/26 PURCHASE GAINESVILLE GA,-1.75,427.41
7/28/2025,TRACTOR SUPPLY 07/26 PURCHASE GAINESVILLE GA,-1.75,425.66
7/28/2025,WM SUPERCENTER 07/26 PURCHASE OAKWOOD GA,-77.47,348.19
7/28/2025,BP#7698079ANDYS B 07/27 PURCHASE GAINESVILLE GA,-12.83,335.36
7/28/2025,TRACTOR SUPPLY 07/28 PURCHASE GAINESVILLE GA,-1.75,333.61
7/28/2025,TRACTOR SUPPLY 07/28 PURCHASE GAINESVILLE GA,-2.05,331.56
7/28/2025,TRACTOR SUPPLY 07/28 PURCHASE GAINESVILLE GA,-42.18,289.38
7/29/2025,Transfer DAILY PAY,101.51,390.89
7/29/2025,QT 771 07/27 PURCHASE GAINESVILLE GA,-17.69,373.2
7/29/2025,BP#8136079CLIPPER 07/28 PURCHASE GAINESVILLE GA,-2.34,370.86
7/29/2025,AMAZON MKTPL*OF5X 07/28 PURCHASE XXXXX61072 WA,-27.71,343.15
7/29/2025,BUFFALOS OAKWOOD 07/28 PURCHASE FLOWERY BRANC GA,-107.07,236.08
7/29/2025,Zelle payment to Michelle Conf# tkggscktt,-60,176.08
7/30/2025,BP#8136079CLIPPER 07/28 PURCHASE GAINESVILLE GA,-12.83,163.25
7/30/2025,KFC D241018 07/29 PURCHASE OAKWOOD GA,-16.56,146.69
7/30/2025,AMAZON PRIME*X79B 07/29 PURCHASE XXXXX04331 WA,-16.04,130.65
7/30/2025,KROGER #682 07/29 PURCHASE GAINESVILLE GA,-76.7,53.95
7/30/2025,TRACTOR SUPPLY 07/30 PURCHASE GAINESVILLE GA,-2.05,51.9
7/30/2025,TRACTOR SUPPLY 07/30 PURCHASE GAINESVILLE GA,-1.75,50.15
7/31/2025,Transfer DAILY PAY,99.51,149.66
7/31/2025,CHEVRON FOOD MART 07/29 PURCHASE GAINESVILLE GA,-6.82,142.84
7/31/2025,BP#7698079ANDYS B 07/30 PURCHASE GAINESVILLE GA,-11.76,131.08
7/31/2025,"Zelle payment to Evan new for pizza""; Conf# zbg529zqt""",-40,91.08
8/1/2025,Transfer DAILY PAY,96.51,187.59
8/1/2025,Transfer DAILY PAY,96.51,284.1
8/1/2025,TRACTOR SUPPLY 08/01 PURCHASE GAINESVILLE GA,-1.75,282.35
8/1/2025,TRACTOR SUPPLY 08/01 PURCHASE GAINESVILLE GA,-1.75,280.6
8/1/2025,DOLLAR GENERAL 08/01 PURCHASE GILLSVILLE GA,-77.57,203.03
8/1/2025,DOLLAR GENERAL 08/01 PURCHASE GILLSVILLE GA,-3.09,199.94
8/1/2025,DOLLAR GENERAL 08/01 PURCHASE GILLSVILLE GA,-4.28,195.66
8/4/2025,Transfer DAILY PAY,361.51,557.17
8/4/2025,ZAXBY'S #68401 07/31 PURCHASE GAINESVILLE GA,-34.78,522.39
8/4/2025,QT 771 08/01 PURCHASE GAINESVILLE GA,-25,497.39
8/4/2025,QT 771 08/01 PURCHASE GAINESVILLE GA,-11.52,485.87
8/4/2025,BP#7698079ANDYS B 08/01 PURCHASE GAINESVILLE GA,-6.61,479.26
8/4/2025,SUNOCO XXXXX14300 08/01 PURCHASE GILLSVILLE GA,-25.66,453.6
8/4/2025,BP#8136079CLIPPER 08/02 PURCHASE GAINESVILLE GA,-2.34,451.26
8/4/2025,WM SUPERCENTER 08/02 PURCHASE OAKWOOD GA,-10.12,441.14
8/4/2025,TRACTOR SUPPLY 08/02 PURCHASE GAINESVILLE GA,-2.05,439.09
8/4/2025,BP#8136079CLIPPER 08/02 PURCHASE GAINESVILLE GA,-18.71,420.38
8/4/2025,TRACTOR SUPPLY 08/03 PURCHASE GAINESVILLE GA,-1.75,418.63
8/4/2025,TRACTOR SUPPLY 08/04 PURCHASE GAINESVILLE GA,-4.64,413.99
8/4/2025,TRACTOR SUPPLY 08/04 PURCHASE GAINESVILLE GA,-1.75,412.24
8/4/2025,Zelle payment to Kids iPhone Conf# to1012uaf,-350,62.24
8/5/2025,Transfer DAILY PAY,61.51,123.75
8/5/2025,BURGER KING #5920 08/03 PURCHASE OAKWOOD GA,-14.11,109.64
8/5/2025,BP#8136079CLIPPER 08/04 PURCHASE GAINESVILLE GA,-2.34,107.3
8/6/2025,BP#8136079CLIPPER 08/05 PURCHASE GAINESVILLE GA,-30.03,77.27
8/6/2025,Peacock 77F38 Pre 08/06 PURCHASE XXXXX40138 NY,-13.99,63.28
8/6/2025,TRACTOR SUPPLY 08/06 PURCHASE GAINESVILLE GA,-1.75,61.53
8/6/2025,TRACTOR SUPPLY 08/06 PURCHASE GAINESVILLE GA,-1.75,59.78
8/7/2025,BP#8136079CLIPPER 08/06 PURCHASE GAINESVILLE GA,-30.01,29.77
8/8/2025,DAILYPAY DES:TRACTOR SU ID:17887747 INDN:TIMOTHY LUBBESS CO ID:XXXXX35714 PPD,265.31,295.08
8/8/2025,TRACTOR SUPPLY 08/08 PURCHASE GAINESVILLE GA,-1.75,293.33
8/8/2025,TRACTOR SUPPLY 08/08 PURCHASE GAINESVILLE GA,-5.23,288.1
8/8/2025,TRACTOR SUPPLY 08/08 PURCHASE GAINESVILLE GA,-20.87,267.23
8/11/2025,Transfer DAILY PAY,101.51,368.74
8/11/2025,QT 847 08/08 PURCHASE GAINESVILLE GA,-16.66,352.08
8/11/2025,BP#7698079ANDYS B 08/08 PURCHASE GAINESVILLE GA,-12.83,339.25
8/11/2025,DUNKIN #362911 08/09 PURCHASE GAINESVILLE GA,-14.97,324.28
8/11/2025,QT 847 08/09 PURCHASE GAINESVILLE GA,-3.31,320.97
8/11/2025,TRACTOR SUPPLY 08/09 PURCHASE GAINESVILLE GA,-1.75,319.22
8/11/2025,TRACTOR SUPPLY 08/09 PURCHASE GAINESVILLE GA,-44.51,274.71
8/11/2025,KROGER #682 08/09 PURCHASE GAINESVILLE GA,-141.5,133.21
8/11/2025,TRACTOR SUPPLY 08/10 PURCHASE GAINESVILLE GA,-1.75,131.46
8/11/2025,BP#7698079ANDYS B 08/10 PURCHASE GAINESVILLE GA,-20.37,111.09
8/11/2025,BP#8136079CLIPPER 08/10 PURCHASE GAINESVILLE GA,-7.2,103.89
8/11/2025,TRACTOR SUPPLY 08/11 PURCHASE GAINESVILLE GA,-1.75,102.14
8/11/2025,TRACTOR SUPPLY 08/11 PURCHASE GAINESVILLE GA,-3.48,98.66
8/11/2025,BRANCH HOUSE-2 08/11 #XXXXX8372 WITHDRWL 5425 MCEVER ROAD FLOWERY BRANC GA,-63.25,35.41
8/11/2025,BRANCH HOUSE-2 08/11 #XXXXX8372 WITHDRWL 5425 MCEVER ROAD FLOWERY BRANC GA FEE,-2.5,32.91
8/12/2025,Transfer DAILY PAY,196.51,229.42
8/12/2025,BP#8136079CLIPPER 08/11 PURCHASE GAINESVILLE GA,-2.34,227.08
8/13/2025,QT 771 08/11 PURCHASE GAINESVILLE GA,-4.59,222.49
8/13/2025,KROGER #682 08/12 PURCHASE GAINESVILLE GA,-38.95,183.54
8/13/2025,TRACTOR SUPPLY 08/13 PURCHASE GAINESVILLE GA,-1.75,181.79
8/13/2025,TRACTOR SUPPLY 08/13 PURCHASE GAINESVILLE GA,-19.08,162.71
8/14/2025,OLLIES BARGAIN OU 08/13 PURCHASE GAINESVILLE GA,-18.17,144.54
8/14/2025,NST THE HOME D 08/14 PURCHASE COMMERCE GA,-2.68,141.86
8/15/2025,Transfer DAILY PAY,101.51,243.37
8/15/2025,COMMERCE HAIR SAL 08/14 PURCHASE COMMERCE GA,-25,218.37
8/15/2025,MEDLINK PHARMACY 08/14 PURCHASE COMMERCE GA,-40,178.37
8/15/2025,TRACTOR SUPPLY 08/15 PURCHASE GAINESVILLE GA,-1.75,176.62
8/15/2025,TRACTOR SUPPLY 08/15 PURCHASE GAINESVILLE GA,-1.75,174.87
8/15/2025,TRACTOR SUPPLY 08/15 PURCHASE GAINESVILLE GA,-1.75,173.12
8/18/2025,DailyPay 08/17 PMNT RCVD New York NY,196.51,369.63
8/18/2025,DailyPay 08/17 PMNT RCVD New York NY,96.51,466.14
8/18/2025,Transfer DAILY PAY,96.51,562.65
8/18/2025,Transfer DAILY PAY,76.51,639.16
8/18/2025,THE HOME DEPOT #1 08/14 PURCHASE COMMERCE GA,-29.11,610.05
8/18/2025,RACETRAC284 000 08/14 PURCHASE COMMERCE GA,-17.81,592.24
8/18/2025,QT 847 08/15 PURCHASE GAINESVILLE GA,-8.44,583.8
8/18/2025,BP#7698079ANDYS B 08/15 PURCHASE GAINESVILLE GA,-19.84,563.96
8/18/2025,TRACTOR SUPPLY 08/16 PURCHASE GAINESVILLE GA,-1.75,562.21
8/18/2025,TRACTOR SUPPLY 08/16 PURCHASE GAINESVILLE GA,-2.05,560.16
8/18/2025,ACEABLE* 24/7 ROA 08/16 PURCHASE XXXXX23504 TX,-5,555.16
8/18/2025,Del Rio Mexican G 08/16 PURCHASE Dacula GA,-65.74,489.42
8/18/2025,Del Rio Mexican G 08/16 PURCHASE Dacula GA,-37.14,452.28
8/18/2025,MCDONALD'S F5672 08/17 PURCHASE GAINSEVILLE GA,-10.04,442.24
8/18/2025,TRACTOR SUPPLY 08/17 PURCHASE GAINESVILLE GA,-1.75,440.49
8/18/2025,TRACTOR SUPPLY 08/17 PURCHASE GAINESVILLE GA,-1.75,438.74
8/18/2025,TRACTOR SUPPLY 08/17 PURCHASE GAINESVILLE GA,-3.5,435.24
8/18/2025,TRACTOR SUPPLY 08/17 PURCHASE GAINESVILLE GA,-18.18,417.06
8/18/2025,BP#7698079ANDYS B 08/17 PURCHASE GAINESVILLE GA,-12.83,404.23
8/18/2025,Store 08/17 PURCHASE Gainesville GA,-9.94,394.29
8/18/2025,BP#7698079ANDY 08/17 PURCHASE GAINESVILLE GA,-30,364.29
8/18/2025,TRACTOR SUPPLY 08/18 PURCHASE GAINESVILLE GA,-6.36,357.93
8/18/2025,BKOFAMERICA BC 08/16 #XXXXX1142 WITHDRWL 3637 Mundy Mill R Oakwood GA,-100,257.93
8/19/2025,DailyPay 08/19 PMNT RCVD New York NY,101.51,359.44
8/19/2025,DailyPay 08/19 PMNT RCVD New York NY,100.51,459.95
8/19/2025,VZWRLSS*BILL PAY 08/17 PURCHASE XXXXX20204 CA,-223,236.95
8/19/2025,BP#8136079CLIPPER 08/18 PURCHASE GAINESVILLE GA,-3.98,232.97
8/19/2025,BP#7698079ANDYS B 08/18 PURCHASE GAINESVILLE GA,-6.61,226.36
8/19/2025,BP#7698079ANDY 08/19 PURCHASE GAINESVILLE GA,-20,206.36
8/19/2025,TRACTOR SUPPLY 08/19 PURCHASE GAINESVILLE GA,-1.75,204.61
8/20/2025,DailyPay 08/20 PMNT RCVD New York NY,96.51,301.12
8/20/2025,DailyPay 08/20 PMNT RCVD New York NY,71.51,372.63
8/20/2025,ORACL*WAFFLE HOUS 08/19 PURCHASE Gainesville GA,-54.75,317.88
8/20/2025,BP#8136079CLIPPER 08/19 PURCHASE GAINESVILLE GA,-31.25,286.63
8/21/2025,DailyPay 08/21 PMNT RCVD New York NY,96.51,383.14
8/21/2025,UBER *TRIP 08/19 PURCHASE XXXXX61039 CA,-32.91,350.23
8/21/2025,Wellington Capita 08/20 PURCHASE XXXXX92200 NY,-111.66,238.57
8/21/2025,UBER *TRIP 08/20 PURCHASE XXXXX61039 CA,-7,231.57
8/21/2025,UBER *TRIP 08/20 PURCHASE XXXXX61039 CA,-33.94,197.63
8/21/2025,BP#7698079ANDYS B 08/20 PURCHASE GAINESVILLE GA,-19.25,178.38
8/21/2025,"Zelle payment to Kids iPhone for groceries""; Conf# xx4of3l5y""",-100,78.38
8/22/2025,DAILYPAY DES:TRACTOR SU ID:17887747 INDN:TIMOTHY LUBBESS CO ID:XXXXX35714 PPD,528.24,606.62
8/22/2025,TRACTOR SUPPLY 08/22 PURCHASE GAINESVILLE GA,-1.75,604.87
8/22/2025,TRACTOR SUPPLY 08/22 PURCHASE GAINESVILLE GA,-1.75,603.12
8/25/2025,DailyPay 08/25 PMNT RCVD New York NY,190.93,794.05
8/25/2025,DailyPay 08/23 PMNT RCVD New York NY,171.88,965.93
8/25/2025,DailyPay 08/23 PMNT RCVD New York NY,146.51,"1,112.44"
8/25/2025,QT 847 08/22 PURCHASE GAINESVILLE GA,-44.51,"1,067.93"
8/25/2025,QT 847 08/22 PURCHASE GAINESVILLE GA,-4.84,"1,063.09"
8/25/2025,UBER *TRIP HELP.U 08/22 PURCHASE XXXXX28996 CA,-32.98,"1,030.11"
8/25/2025,EL SOMBRERO MEXIC 08/22 PURCHASE GAINESVILLE GA,-48.3,981.81
8/25/2025,BP#7698079ANDYS B 08/22 PURCHASE GAINESVILLE GA,-18.77,963.04
8/25/2025,UBER *TRIP 08/22 PURCHASE XXXXX61039 CA,-30.95,932.09
8/25/2025,UBER *TRIP HELP.U 08/22 PURCHASE XXXXX28996 CA,-6.6,925.49
8/25/2025,PROGRESSIVE *INSU 08/22 PURCHASE XXXXX64737 OH,-265.2,660.29
8/25/2025,UBER *TRIP HELP.U 08/23 PURCHASE XXXXX28996 CA,-9,651.29
8/25/2025,TRACTOR SUPPLY 08/23 PURCHASE GAINESVILLE GA,-1.75,649.54
8/25/2025,TRACTOR SUPPLY 08/23 PURCHASE GAINESVILLE GA,-4.81,644.73
8/25/2025,WM SUPERCENTER 08/23 PURCHASE CLEVELAND GA,-117.44,527.29
8/25/2025,WM SUPERCENTER 08/23 PURCHASE CLEVELAND GA,-16.98,510.31
8/25/2025,WAL-MART #4616 08/23 PURCHASE CLEVELAND GA,-119.72,390.59
8/25/2025,EXXON KOUNTRY KUP 08/23 PURCHASE CLEVELAND GA,-20.02,370.57
8/25/2025,EXXON KOUNTRY KUP 08/23 PURCHASE CLEVELAND GA,-20.77,349.8
8/25/2025,EAST HALL FOOD MA 08/23 PURCHASE GAINESVILLE GA,-11.76,338.04
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,336.29
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,334.54
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,332.79
8/25/2025,BP#8136079CLIPPER 08/24 PURCHASE GAINESVILLE GA,-19.92,312.87
8/25/2025,TRACTOR SUPPLY 08/25 PURCHASE GAINESVILLE GA,-1.75,311.12
8/25/2025,"Zelle payment to Kids iPhone for burger king""; Conf# tch1zwaxz""",-20,291.12
8/26/2025,BP#8136079CLIPPER 08/25 PURCHASE GAINESVILLE GA,-3.98,287.14
8/26/2025,FOCUS AND FRAMES 08/25 PURCHASE OAKWOOD GA,-262,25.14
8/26/2025,RABBITTOWN PACKAG 08/25 PURCHASE GAINESVILLE GA,-19.25,5.89
8/27/2025,TRACTOR SUPPLY 08/27 PURCHASE GAINESVILLE GA,-1.75,4.14
8/28/2025,DailyPay 08/28 PMNT RCVD New York NY,96.51,100.65
8/28/2025,DailyPay 08/28 PMNT RCVD New York NY,72.99,173.64
8/28/2025,BP#7698079ANDYS B 08/27 PURCHASE GAINESVILLE GA,-26.26,147.38
8/28/2025,BP#7698079ANDY 08/27 PURCHASE GAINESVILLE GA,-25,122.38
8/28/2025,AUTOZONE 4996 08/28 PURCHASE GAINESVILLE GA,-21.38,101
8/29/2025,KROGER #682 08/28 PURCHASE GAINESVILLE GA,-50.7,50.3
8/29/2025,KROGER #682 08/28 PURCHASE GAINESVILLE GA,-16.96,33.34
